prev_image,current_image,description_a,description_b,model_position
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000022.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000023.jpg,"""""""Robot is in font of elevator door. user is behind robot. Robot is not aligned with elevator door.""""""","""""""User with handheld controller and robot guide dog is positioned a short distance in front of closed elevator doors, approaching the elevator area; no call button or door interactions have occurred yet.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000046.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000047.jpg,"""""""Elevator doors are fully open at the origin floor. The robot is positioned at the elevator threshold, and the user’s hand is reaching toward it, indicating preparation to enter the elevator. Another person stands nearby but does not obstruct the entrance. Elevator entry phase is in progress; no button is being pressed in this frame.""""""","""""""The robot is facing the elevator and the user is to the right side of the robot. Another users feet are facing the robot from the right side.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000076.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000077.jpg,"""""""The elevator doors are open at the destination floor. The user, holding the robot controller, is at the threshold preparing to exit while two other people stand just outside on the hallway side, partially blocking the doorway, so care is needed to exit safely.""""""","""""""User's hands and feet are visible. They are inside an elevator, holding remote controls.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000081.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000082.jpg,"""""""The elevator doors are open at the destination floor while the user, holding the robot guide handle, stands at the threshold preparing to exit. Other people are nearby but not obstructing the path, indicating the elevator ride and floor selection are finished and the system is in the exiting phase.""""""","""""""The handler is behind the robotic dog, only feet are visable. The task appears to be entering the elevator. The robotic dog appears to be turning inside the lift, scanning the environment. The path is free from hazards and obstructions.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000092.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000093.jpg,"""""""The user is stationery on the left side of the room with feet visable. The robot dog is looking out of the lift door as it is opening, monitoring the environment. There are no hazards or obstructions in the pathway.""""""","""""""Inside the elevator at the destination floor, the doors are open to the hallway and the user with the guide robot is beginning to exit while other people stand to the sides.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000093.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000094.jpg,"""""""Robot in front of the elevator doors. there's two users to the right where feet are only seen.""""""","""""""Robot and people are inside the elevator as the elevator doors are almost fully closed, indicating floor selection is done and the ride is about to begin or has just begun.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000096.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000097.jpg,"""""""The handler is in the left hand corner of the lift, stationery with just their feet visible. The robotic dog appears to be stationery facing the lift doors, it appears to be scanning the environment, the pathway is free from hazards and obstructions. The task of getting into the lift appears to have been completed successfully.""""""","""""""Robot and user are fully inside a closed elevator with other people present; elevator doors are shut and the ride or floor selection phase is about to occur or has just occurred, with no door interaction active.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000098.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000099.jpg,"""""""Robot and humans are standing inside a closed elevator car, away from the doors, indicating that the floor has already been selected and the elevator is currently riding to another floor.""""""","""""""The user is stationery on the left hand side of the robotic dog. The dog is stationery and scanning the environment. The dogs path is clear and free from hazards and obstructions. The task appears to be wait at the elevator doors, and seems to be completed.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000127.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000128.jpg,"""""""At the origin floor, the elevator doors are in the process of opening while the user stands near the elevator with the guide robot positioned slightly back, indicating the waiting-for-arrival phase prior to entering.""""""","""""""The user is to the left hand side of the screen, appears to be stationery with only feet visable. The robot dogs task appears to be reaching the elevator doors. The Path is clear of obstructions and hazards, and the dog appears to be moving towards the doors on a misaligned path. The task of reaching the doors has not been completed.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000148.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000149.jpg,"""""""Robot and user are in front of a closed elevator on the origin floor. The elevator doors are closed and no one is interacting with the call button yet; the team appears to be in the approach phase of the elevator task.""""""","""""""Robot in the middle of the room facing the elevator. Users feet seen on left and right side of robot.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000179.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000180.jpg,"""""""Robot and user are in front of closed elevator doors at the origin floor, approaching the elevator area; no call button or door interaction has started yet.""""""","""""""Robot is front of elevator . user is not visible. There are no obstructions in robots path.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000206.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000207.jpg,"""""""User is standing to the left of the dog who is in front of an elevator. A laptop is visible on the left.""""""","""""""The user has already opened and passed through the glass door behind, now standing in the hallway with the robot guide dog oriented toward the closed elevator doors, beginning the elevator approach. No elevator buttons have been pressed yet.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000218.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000219.jpg,"""""""User with handheld controller and robot guide dog are in front of a closed elevator on the origin floor. No call or floor buttons are being pressed yet; they are positioned close to the elevator panel, beginning the elevator interaction phase.""""""","""""""The robot is in the corner of a room/corridor with entrances to either side. The user is guiding the robot using his left hand to control it to a lift entrance. The robot is not in line with the lift door.""""""",A
