prev_image,current_image,description_a,description_b,model_position
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000214.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000215.jpg,"""The robot and its handler are in a corridor that narrows as you go further down, The handler appears to be at an awkward angle to control the robot with an outstretched hand grasping the handle of the robot. There is a workman in the corridor where the robot will pass, hit will have to wait until taht man moves.""","""Robot guide-dog and user are in a hallway. The user stands against the wall holding a controller and the robot is directly beside them. No elevator or call/floor buttons are visible and there is no button interaction. The robot appears to have approached the user (corridor context); the elevator task has not begun. Minor safety concern: the robot is close to the user's feet and another person is visible kneeling further down the hall, so care should be taken to avoid tripping or collisions.""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000222.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000223.jpg,"""The user of the robot is guiding the robot down a corridor, he is to the right of the robot. The corridor will narrow  as the robot passes down. There is a workman crouching down in the narrow bit, he is in the way.""","""Robot and user are in a hallway. The robot has moved forward down the corridor and is positioned near a standing user (user holding a controller/white cane). No elevator or call button is visible in this frame; no button interaction is happening. Other people are present in the hallway. The interaction is still in the approach phase; proximity to the user's feet and narrow hallway are minor safety concerns.""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000226.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000227.jpg,"""Robot guide and user are in a corridor approaching an elevator area (no elevator visible). The user stands at the right wall holding a cane/handle while the robot is slightly ahead and oriented forward. Another person is crouched further down the hallway (possible obstacle). No call or floor buttons are being pressed; elevator state and doors are not visible. Minor safety concerns: close proximity to the user's legs and a person crouching in the corridor could create a trip/obstruction risk.""","""Robot is in the middle of the room with control. No obstacles and users feet to the left.""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000228.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000229.jpg,"""robot is passage. user is on the right side of robot. There is a person in front of robot.""","""Hallway scene: robot (on the floor) is leading and close to the user, who stands at the side of the corridor holding a cane/handle. No elevator or call panel is visible in this frame; no button interactions detected. A third person is crouched farther down the hall. The sequence shows the team moving through the corridor toward an unknown destination (still in approach phase).""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000231.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000232.jpg,"""Robot and user are in a corridor in front of a door (not an elevator). The robot is positioned ahead of the user and appears to be guiding; the user is standing/positioned near the wall holding a device. No elevator or call/floor buttons are visible and no button interaction has occurred. Another person is kneeling further down the hall (possible minor obstruction), and cables/components on the robot create a small trip hazard. Task remains in the initial approach phase.""","""The robotic dog is walking along a carpeted hallway under human supervision, with users nearby, including one wearing a white shirt and blue shorts. The robot seems aligned with the hallway pathway and is equipped with sensors for navigation. The environment is well lit and unobstructed with wooden doors and signage indicating an indoor facility suitable for testing.""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000233.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000234.jpg,"""Robot and guide-user are in a hallway approaching a closed room door (sign reads 'Artificial Intelligence Research Lab'). The robot has moved forward compared to earlier frames and the person in blue has come closer and is standing near the wall holding the cane/handle. No elevator is visible, no call or floor buttons have been located or pressed, and another person is crouched further down the hall. The elevator interaction has not started — user and robot are still approaching and positioning.""","""Handler is to the right hand side of the robotic dog, only feet visable. The robotic dog is stationery, scanning teh environment, the pathway free from obstruction and hazards. The task appears to be wait at the door, which looks to be successfully completed.""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000270.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000271.jpg,"""Robot and handler are at a hallway doorway. The robot has moved through the door onto a blue-floored area (likely a small room), but no elevator or call/floor buttons are visible. People are nearby. The elevator interaction has not started — no call button press, no doors, and no floor selection observed. Potential minor safety issues: confined space, close proximity of people and robot, exposed wiring.""","""The handler is behinfd the robotic dog with the controls and their hand only visable. The robotic dogs task apperas to be leaving he room through the door, the robotic dog is scanning the environment whilst walking. The door is partially obstructed by a human, and the robotic dog appears misaligned to get through the door successfully.""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000272.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000273.jpg,"""A user is actively interacting with the robot; one person's body is only partially seen, the other 2 hands can be seen, and one seems to be the one controlling the robot. The robot is aligned with a designated path, suggesting a calibration task. Path is clear with no obstacles.""","""Robot is at the doorway threshold between a blue-floored room and a carpeted hallway. A person stands in the doorway holding a device; another person is nearby. The door is open and the robot is being guided through the threshold. No call or floor buttons are visible or being pressed; the interaction is in the entering phase of the elevator journey (approach/cross-threshold) with other people present but no immediate hazards observed.""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000295.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000296.jpg,"""Robot and user are mid-hallway moving toward the far end where other people are standing. No elevator or call button is visible in this frame; no button presses or door activity detected. Compared with previous frames the robot is progressed further down the corridor (approach phase). Interaction remains in the initial approach stage with no entry, button selection, or riding activity started.""","""The robot remains to the left side of the room.user is at the back of the room standing stationsry in the middle. User is aligned with robot and another user crouched at the left side of the room.""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000299.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000300.jpg,"""Robot and user have moved out of a room through a doorway into a corridor. No elevator is visible yet. The robot is progressing down the hallway toward an intended destination with two other people visible ahead. No call/floor buttons have been located or pressed. Keep distance from people ahead and continue toward elevator area; task is still in the approach phase.""","""The robotic dog is navigating a carpeted hallway, guiding a user who maintains close proximity and alignment. The user holds the handle with appropriate tension, indicating active control. The environment is well lit and unobstructed, with lockers and doors along the walls; this is a safe indoor setting.""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000300.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000301.jpg,"""Robot and user have exited a room and are in a corridor. The robot (in front of the camera) has moved from the door threshold into the hallway compared with earlier frames. Two people are ahead in the corridor (one standing, one crouched), but no elevator or call panel is visible and no buttons are being interacted with. The interaction remains in the approach phase toward where an elevator might be located further down the hall; no elevator arrival or entry steps have started.""","""The handler is stationery in front of the robotic dog, further down the hallway. The robotic dogs task appears to be to reach the handler. The robotic dog appears to be moving toward the handler, but is slightly misaligned, there are no obstructions or hazards in the area. The task does not appear to have been completed.""",A
