prev_image,current_image,description_a,description_b,model_position
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000272.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000273.jpg,"""""""User and robot are approaching a closed door; robot is guiding user toward doorway. Another person is visible in background holding controller, suggesting supervised testing environment. No handle interaction or button pressing yet — early phase of door interaction.""""""","""""""A user is actively interacting with the robot; one person's body is only partially seen, the other 2 hands can be seen, and one seems to be the one controlling the robot. The robot is aligned with a designated path, suggesting a calibration task. Path is clear with no obstacles.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000295.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000296.jpg,"""""""Robot is guiding the user down a hallway toward an elevator; user is approaching elevator area, no door interaction currently active. Two other individuals are present in the hallway, indicating social context but no immediate obstruction.""""""","""""""The robot remains to the left side of the room.user is at the back of the room standing stationsry in the middle. User is aligned with robot and another user crouched at the left side of the room.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000299.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000300.jpg,"""""""User is approaching a closed door in a hallway while being guided by the robot; another person is visible nearby, indicating social context. No door handle interaction or elevator activity yet — early phase of door task.""""""","""""""The robotic dog is navigating a carpeted hallway, guiding a user who maintains close proximity and alignment. The user holds the handle with appropriate tension, indicating active control. The environment is well lit and unobstructed, with lockers and doors along the walls; this is a safe indoor setting.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000300.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000301.jpg,"""""""The handler is stationery in front of the robotic dog, further down the hallway. The robotic dogs task appears to be to reach the handler. The robotic dog appears to be moving toward the handler, but is slightly misaligned, there are no obstructions or hazards in the area. The task does not appear to have been completed.""""""","""""""User is approaching a closed door in a hallway while being guided by the robot; another person is visible nearby, indicating social context. No door handle interaction or elevator activity yet.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000345.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-door/000346.jpg,"""""""Users feet are just seen at start of frame. The robot is entering another room, straight on. Alignment looks good with control""""""","""""""Initial frame showing a robotic guide dog prototype in a mixed-floor indoor environment with no visible doors or elevators; user and task context not yet established; no active door or elevator interaction detected.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000011.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000012.jpg,"""""""The dog and user are near stairs and an elevator. No obstructions visible.""""""","""""""Robot is guiding the user toward the elevator in a clear indoor lobby. Elevator doors are closed and waiting; no button interaction yet. User is approaching the elevator threshold, initiating the elevator task phase. A person is partially visible to the left, indicating social context but not obstructing progress.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000016.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000017.jpg,"""""""User is actively pressing the elevator call button with assistance from the robot guide dog; positioned in front of closed elevator doors in a clear lobby environment with other people nearby. Elevator task is active, currently in calling phase.""""""","""""""The handler is on the left hand side of the robotic dog. T%he task appears to be walking to the elevator. The dog is walking and scanning the area and the path is clear with no hazards or obstructions. Appears to be no drift, good control.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000018.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000019.jpg,"""""""Robot is to the right of the room facing and elevator and stairs. No user seen.""""""","""""""Robot is guiding the user toward the elevator in a clear, open lobby. Elevator doors are closed and waiting for call. No button interaction yet; user is approaching the elevator threshold.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000030.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000031.jpg,"""""""User and robot are approaching the elevator; user is holding a controller, likely preparing to interact with the call button. Elevator doors are closed, and no other people are visible. The robot is positioned to assist in guiding toward the elevator call panel.""""""","""""""User is stationery behind the robotic dog. The dog is stationery by the lift facing the control panel. The dog appears to be misaligned to enter the lift once the doors open. The goal of reaching the door has mildly been achieved.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000052.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000053.jpg,"""""""User is at the elevator threshold, pressing the call button while the elevator doors are open; robot is positioned to guide entry. Active task is elevator interaction during the entering phase.""""""","""""""The handler appears to be on the left hand side of the lift pushing the elevator button. The robotic dogs task appears to be waiting for the lift to opne. The robotic dog is stationery facing the lift and scanning the environment. There are no obstructions or hazards in the way. Task appears to be completed.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000067.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000068.jpg,"""""""Robot is elevator and not aligned to elevator door. user is outside of elevator.""""""","""""""Robot and user are inside the elevator with doors open; user has just entered or is positioned for floor selection. Elevator task is active, currently in entering phase. Environment is clear, no immediate safety concerns. A person’s foot visible outside suggests social context may influence next steps.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000087.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000088.jpg,"""""""Robot is at the left facing the elevator. User is to the right, feet are seen and hands on a controller.""""""","""""""User and robot are positioned in front of closed elevator doors. User appears to be preparing to interact with the call button panel, indicating the start of the elevator interaction phase. Robot is guiding and positioned alongside the user for assistance.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000101.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000102.jpg,"""""""The user is beside the robot; feet and hands can be seen. The robot is going through a door towards the hallway; the handle is held with slight tension, indicating guidance to some other rooms on the other side.""""""","""""""User is actively passing through an open door, guided by the robot. The door has been successfully operated (likely pushed), and the user is transitioning from the elevator threshold into the hallway beyond. Robot remains positioned to assist with navigation post-door passage.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000110.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000111.jpg,"""""""The handler is behind the dog, with only the control and hand visible. The dogs task appears to be walking down the hallway. The dog appears to be scanning the environment and its pathe is free from hazards and obstructions. The dog appears to be travelling a misaligned path.""""""","""""""Initial frame showing the robot guide dog stationary in a spacious lobby with polished floors; user's hand is visible in foreground, another person stands nearby — no active door or elevator interaction yet; environment appears clear and safe.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000115.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000116.jpg,"""""""The user follows the robotic guide dog along a hallway, remaining aligned with its path all along. The handle is held steadily, showing controlled guidance. The path followed is clear with no obstacles, and both user and robot move smoothly towards the visible elevator doors.""""""","""""""Initial frame showing a user holding a robotic arm attachment near a quadruped robot in an indoor hallway. No door or elevator interaction is visible yet; the scene appears to be setup or calibration phase before task initiation.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000116.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000117.jpg,"""""""The robot is slightly to the left of the user, the  user has the fore finger on the robot button , the user is controlling the robot to the automatic doors. A person to his left stops by the wall to allow the robot to make a smooth passage to its destination.""""""","""""""Initial frame showing a user interacting with a quadruped robot in a lobby environment; no active door or elevator interaction is occurring yet. A second person is visible nearby, suggesting social context. The robot appears to be stationary and possibly being adjusted or operated manually. Task has not yet begun.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000123.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000124.jpg,"""""""Initial frame showing a robotic guide dog being held by a user in a lobby area with another person standing nearby. No active door or elevator interaction is occurring yet; the scene appears to be setup or pre-task positioning. Environment is clear and spacious, with stairs and glass doors visible in background.""""""","""""""Robot moves towards elevator and stairs. Users feet to the left. Robot heading towards lift.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000160.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000161.jpg,"""""""Robot is guiding the user toward the elevator; elevator doors are closed and in waiting state. User is approaching the elevator call button area. No door interaction active; primary task is elevator approach.""""""","""""""The handler appears to be behind the robotic dog with just the controller and hand visable. The robotic dogs task appears to be reaching the lift and waiting for it to open. The dog is scanning the environment and correcting its trajectory as it completes the task.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000165.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000166.jpg,"""""""Robot is guiding user toward elevator; elevator doors are closed and in waiting state. User is approaching the elevator call button area, initiating the elevator interaction phase.""""""","""""""The robotic dog is navigating a tiled hallway with vertical black wall panels, and a white door is visible. The view appears to be from the robot's onboard camera capturing a forward-facing view as it moves through the corridor. The environment is unobstructed.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000214.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000215.jpg,"""""""User and robot are inside the elevator after successful entry; elevator doors are closed and the system appears to be at a destination floor. The user is standing upright, suggesting stability and safe positioning during the ride phase. Another person is visible in the background, indicating social context within the confined space.""""""","""""""User points the control remote towards the robot. Robot is facing the elevator while another users feet are to the right side.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000227.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000228.jpg,"""""""User and robot are inside the elevator with doors closed, likely at the destination floor after riding. The user is standing near the railing, indicating stable positioning during or after travel. Task progress is in the riding/exiting phase of the elevator interaction; door interaction has already been completed earlier.""""""","""""""Robot and control facing the elevator. Users feet seen on both sides of robot.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000240.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000241.jpg,"""""""Robot leaves the lift into the room. User in front where you can see the hand holding the control. And you can see feet on either side.""""""","""""""User is at the threshold of an open elevator, preparing to enter. The robot is assisting with guidance. Elevator doors are fully open, and no button interaction has occurred yet. Other people are present nearby, indicating social context. Task progression is in the entering phase of the elevator interaction.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000263.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000264.jpg,"""""""The handler is walking alongside the robotic dog on the dogs left hand side. The task appears to be walking alongside the handler. The dog appears to be scanning the area, and the path is free from hazards and obstructions.""""""","""""""Initial frame showing user and robot in a hallway; no door or elevator interaction is currently active. Task has not yet begun.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000277.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000278.jpg,"""""""Initial frame showing user and robot in a lobby environment; no active door or elevator interaction detected yet. User appears to be standing near the robot, possibly preparing for navigation task.""""""","""""""user is on the side of robot. Robot is in large room going to wards a doorway. with no obstacles.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000294.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000295.jpg,"""""""there is a large atrium where the robot and two other people are. A man is standing nearby with the control of the robot and another person is to the right, looks like they are talking. The robot does not have a clear path and is unsure where to go.""""""","""""""User and robot are positioned in a spacious lobby, likely transitioning from a prior door interaction toward the elevator task. No active door or elevator engagement is visible; user appears stationary while robot waits nearby. Environment is clear with other people present, suggesting social context but no immediate obstruction. Task has not yet begun for either door or elevator phases.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000298.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000299.jpg,"""""""Initial frame showing robot guide dog stationary on polished floor with two users standing nearby; no active door or elevator interaction yet, environment appears clear and open, task has not commenced.""""""","""""""Two users are partially seen standing near the robot interacting with it. The hallway is clear with no obstacles. The environment has large windows and a reception desk. The space is safe for navigating and demonstration.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000307.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000308.jpg,"""""""The handler appears to be on the right of the robotic dog with only their shoes visable. The robotic dogs task appears to be walking down the corridor. The robotic dog is walking on a trajectory free from hazards and obstructions, howver appears to be drifting.""""""","""""""Initial frame showing robot on polished floor in lobby area with two people nearby; no active door or elevator interaction detected yet, task not started.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000314.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000315.jpg,"""""""Initial frame showing a robot guide dog on the floor in a spacious, well-lit lobby with two users standing nearby. No active door or elevator interaction is occurring yet; the scene appears to be pre-task setup or observation. Environment is clear with no immediate hazards, but social context includes multiple people present.""""""","""""""Two users are partially seen standing near the robot; this depicts a live demonstration or test. The environment is clear with no visible obstacles indicating a safe setting for robotic navigation.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000348.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000349.jpg,"""""""Initial frame showing the robot guide dog stationary in a lobby area with a user standing nearby holding a controller. No active door or elevator interaction is occurring; the task has not yet begun. Environment appears clear and spacious with no immediate obstacles.""""""","""""""The robot is not pursuing a straight path, there are obstacles in the way, there is no visible user. A man stands in the way ,it is a large area seemly empty ahead but people to the right.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000354.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000355.jpg,"""""""User has just passed through an open door and is now retreating slightly while a technician adjusts the robot guide dog nearby. The door interaction appears completed; no active elevator task yet. Another person is visible entering the same doorway, indicating social context. Environment is clear and safe.""""""","""""""Robot is facing the elevator. Women is entering the lift in front and a user is crouched to the left looking down at the robot.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000358.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000359.jpg,"""""""The robot is stationary near a wall with a fire extinguisher; near it there's a user whose feet are the only body parts visible. There's another user inside a lift, and another one is standing in the hallway near the staircase. The robot is properly aligned with the path and appears paused for observational purposes with no visible hazards or misalignment.""""""","""""""User is positioned at the threshold of an open elevator, preparing to enter. The robot is guiding from a low angle in front. Another person is visible inside the elevator, indicating social context. Elevator doors are fully open; no door handle interaction is required. Task is currently in the elevator entering phase.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000374.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000375.jpg,"""""""User and robot are approaching the elevator in a lobby; elevator doors are closed, no button pressed yet. Other people are present nearby but not interfering. Robot is guiding user toward elevator call button area.""""""","""""""Robot is facing the elevator and stairs. User crouched on the left with laptop. Another users feet by stairs.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000406.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000407.jpg,"""""""User's hands are visible and is guiding the dog into the elevator, who is complying. No hazards.""""""","""""""User and robot are inside the elevator with doors open; user appears to be preparing to select a floor, indicating progression to the floor selection phase of the elevator task.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000428.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000429.jpg,"""""""The robot and two other people are in a lift with the door closed. The robot is waiting to alight first. There is a man to the left and a person to the right with just feet showing, this is the user""""""","""""""User and robot are inside the elevator after successful entry; elevator doors are closed, indicating travel or arrival at a floor. User is standing near the wall, robot positioned nearby. Task progress is in riding phase, with no immediate safety concerns. Other people are present (partial view of white sneakers), suggesting social context during transit.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000434.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000435.jpg,"""""""User and robot are inside the elevator after successful entry; elevator doors are closed, indicating travel or arrival at a floor. User appears to be holding a control device, possibly for interaction or monitoring. Another person is partially visible, suggesting shared space but no obstruction. Task progression is in the riding phase, with floor selection likely completed previously.""""""","""""""The user appears to be beside the robotic dog. The task looks to be waiting at the elevator door, task appears to be completed. The robotic dog is stationery, scanning the environment. It does appear to be too close to the door which may be a saftey risk.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000439.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000440.jpg,"""""""User and robot are inside the elevator after successful entry; elevator doors are closed, indicating travel or arrival at a floor. User appears stationary, suggesting riding phase. Another person is present, adding social context. Task progression is in elevator riding phase, not yet completed.""""""","""""""The user is behind the robot dog in the lift, only the hand and controller is visible. The robotic dog is stationery and appezars to be scanning the environment in a fixed position facing the door. No obstructions or hazards present. The task of reaching the door has been safely achieved.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000477.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000478.jpg,"""""""Robot moving forward in room. Users feet in front oof robot. Obstructing the robots path.""""""","""""""User and robot are positioned in a lobby area, likely transitioning from a prior door interaction toward an elevator. No active door or elevator operation is occurring; user appears to be preparing for the next phase. Environment is clear with other people visible in background, suggesting social context but no immediate interference.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000509.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000510.jpg,"""""""The handler is stationery on the left hand side of the robotic dog. The task appears to be approach the elevator. The robotic dog appears to be stationery scanning the environment. The path is clear of hazards and obstruction. Task not completed.""""""","""""""Initial frame showing a robot guide dog setup in a lobby near an elevator. A user is crouched with a laptop, possibly configuring the system. Another person stands nearby on stairs. Elevator doors are closed and no active door or elevator interaction is occurring yet. Task has not begun.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000510.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000511.jpg,"""""""User and robot are positioned near elevator; no active door or elevator interaction yet. User appears to be setting up equipment, suggesting preparation phase before task initiation. Elevator doors are closed, and no button pressing or door handling is occurring.""""""","""""""Robot is facing a elevator. User is crouched down on the left on a laptop. Another users feet and body by stair.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000511.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000512.jpg,"""""""Initial frame showing a robot guide dog setup with a user crouching to operate a laptop near the robot. An elevator is visible in the background with closed doors. Another person stands nearby, indicating social context. No active door or elevator interaction is occurring yet; task has not started.""""""","""""""User is crouching down and using a laptop that is on the ground. Both the dog and user are opposite the elevator.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000574.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000575.jpg,"""""""Robot is guiding user toward elevator; elevator doors are closed, call button panel visible. User is approaching elevator for interaction, no handle or door operation involved yet. Environment clear, no other people present.""""""","""""""The handler has guided the robot to s lift and is in a good position to guide it into the lift when the doors open. The lift is in a corner of an area, there is a cupboard to the right and a open glass door that leads into a canteen/meeting room.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000605.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000606.jpg,"""""""The user is not visable in the scene. The robotic dog seems to be stationery waiting for the door to open or close and scanning the environment. The position of the dog is misaligned potentially causing issues exiting the elevator.""""""","""""""User and robot are inside the elevator during upward travel; doors are closed, floor selection has been completed, and no immediate interactions are occurring. Current phase: riding elevator.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000610.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000611.jpg,"""""""Robot is in elevator. Elevator door is open. user is not visible.""""""","""""""Robot and user are inside the elevator during upward travel; doors are closed, indicating active riding phase after floor selection. No immediate interactions required; task progressing through elevator riding stage.""""""",B
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000622.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000623.jpg,"""""""User and robot are inside the elevator with doors closed; likely at destination floor after riding. Elevator control panel shows active floor indicator. No door interaction occurring; current focus is on elevator task completion phase.""""""","""""""The robot is in a lift it is to the left of the door opening. The obstruction would be that it is not going to walk straight out the door, A man is stood to the right holding the controls for the robot movement.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000253.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000254.jpg,"""""""Initial frame showing a robotic device being manually held by a human hand in an indoor setting with visible wiring and components; no active door or elevator interaction is occurring, and the context of navigation task initiation is not yet established.""""""","""""""User is to the left side the dog. The robot remains fixed in position facing the back of the lift. No hazards are present on the current path. The user’s sustained stationary position relative to previous frames confirms the goal of reaching the lift has been safely achieved.""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000183.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/elevator-practice/000184.jpg,"""""""Robot is guiding user toward elevator; elevator doors are closed and in waiting state. User is approaching the elevator call button area. No door interaction currently active — focus is on initiating elevator task.""""""","""""""User is behind the dog. The robot remains fixed in position facing lift doors. No hazards are present on the current path. The user’s sustained stationary position relative to previous frames confirms the goal of reaching the lift door has been safely achieved""""""",A
https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000359.jpg,https://raw.githubusercontent.com/cunjunyu/RoboticGuideDogData/main/test-elevator/000360.jpg,"""""""User is behind the dog. The robot remains fixed in position facing the back of the lift. The lift doors are closing on this current path. The user’s sustained stationary position relative to previous frames confirms the goal of reaching the lift has been safely achieved.""""""","""""""User is approaching the elevator with the robot guiding; elevator doors are closed and waiting for call. Environment is clear with another person visible in background, indicating social context. No door interaction active — focused on initiating elevator task.""""""",B
